date,county,state,fips,cases,deaths,POPULATION,BEDS,COUNTYFIPS
2020-04-10,Gentry,Missouri,29075.0,1,0,35,35,29075.0
2020-04-10,Greene,Missouri,29077.0,71,8,2461,2461,29077.0
2020-04-10,Henry,Missouri,29083.0,2,1,863,863,29083.0
2020-04-10,Howell,Missouri,29091.0,4,0,139,139,29091.0
2020-04-10,Jackson,Missouri,29095.0,193,5,6867,6867,29095.0
2020-04-10,Lafayette,Missouri,29107.0,28,1,1394,1394,29107.0
2020-04-10,Livingston,Missouri,29117.0,1,0,420,420,29117.0
2020-04-10,Newton,Missouri,29145.0,7,0,615,615,29145.0
2020-04-10,Nodaway,Missouri,29147.0,2,0,81,81,29147.0
2020-04-10,Pemiscot,Missouri,29155.0,4,0,167,167,29155.0
2020-04-10,Perry,Missouri,29157.0,31,0,533,533,29157.0
2020-04-10,Pettis,Missouri,29159.0,4,0,145,145,29159.0
2020-04-10,Phelps,Missouri,29161.0,1,0,267,267,29161.0
2020-04-10,Ray,Missouri,29177.0,7,0,34,34,29177.0
2020-04-10,Reynolds,Missouri,29179.0,2,0,0,0,29179.0
2020-04-10,Ripley,Missouri,29181.0,3,0,46,46,29181.0
2020-04-10,Saline,Missouri,29195.0,18,0,674,674,29195.0
2020-04-10,Scotland,Missouri,29199.0,2,0,129,129,29199.0
2020-04-10,St. Charles,Missouri,29183.0,298,11,911,911,29183.0
2020-04-10,St. Clair,Missouri,29185.0,2,0,1315,1315,29185.0
2020-04-10,St. Francois,Missouri,29187.0,20,1,231,231,29187.0
2020-04-10,St. Louis,Missouri,29189.0,1498,33,6053,6053,29189.0
2020-04-10,St. Louis city,Missouri,29510.0,536,17,4324,4324,29510.0
2020-04-10,Ste. Genevieve,Missouri,29186.0,6,1,47,47,29186.0
2020-04-10,Stoddard,Missouri,29207.0,9,0,48,48,29207.0
2020-04-10,Taney,Missouri,29213.0,7,1,157,157,29213.0
2020-04-10,Beaverhead,Montana,30001.0,1,0,25,25,30001.0
2020-04-10,Broadwater,Montana,30007.0,4,0,44,44,30007.0
2020-04-10,Cascade,Montana,30013.0,12,0,436,436,30013.0
2020-04-10,Deer Lodge,Montana,30023.0,3,0,261,261,30023.0
2020-04-10,Flathead,Montana,30029.0,34,0,231,231,30029.0
2020-04-10,Gallatin,Montana,30031.0,134,0,90,90,30031.0
2020-04-10,Glacier,Montana,30035.0,3,0,13,13,30035.0
2020-04-10,Lewis and Clark,Montana,30049.0,16,0,143,143,30049.0
2020-04-10,Meagher,Montana,30059.0,1,0,25,25,30059.0
2020-04-10,Missoula,Montana,30063.0,26,1,404,404,30063.0
2020-04-10,Musselshell,Montana,30065.0,1,0,25,25,30065.0
2020-04-10,Ravalli,Montana,30081.0,3,0,37,37,30081.0
2020-04-10,Richland,Montana,30083.0,2,0,3305,3305,30083.0
2020-04-10,Roosevelt,Montana,30085.0,2,0,75,75,30085.0
2020-04-10,Silver Bow,Montana,30093.0,11,0,206,206,30093.0
2020-04-10,Stillwater,Montana,30095.0,1,0,23,23,30095.0
2020-04-10,Toole,Montana,30101.0,18,3,25,25,30101.0
2020-04-10,Yellowstone,Montana,30111.0,55,0,630,630,30111.0
2020-04-10,Antelope,Nebraska,31003.0,1,0,37,37,31003.0
2020-04-10,Buffalo,Nebraska,31019.0,31,1,322,322,31019.0
2020-04-10,Burt,Nebraska,31021.0,1,0,18,18,31021.0
2020-04-10,Cherry,Nebraska,31031.0,1,0,25,25,31031.0
2020-04-10,Cuming,Nebraska,31039.0,2,0,25,25,31039.0
2020-04-10,Dawson,Nebraska,31047.0,3,0,176,176,31047.0
2020-04-10,Dodge,Nebraska,31053.0,7,0,420,420,31053.0
2020-04-10,Gage,Nebraska,31067.0,25,1,50,50,31067.0
2020-04-10,Kearney,Nebraska,31099.0,3,0,10,10,31099.0
2020-04-10,Kimball,Nebraska,31105.0,9,0,12,12,31105.0
2020-04-10,Knox,Nebraska,31107.0,2,0,2835,2835,31107.0
2020-04-10,Lancaster,Nebraska,31109.0,49,1,2874,2874,31109.0
2020-04-10,Lincoln,Nebraska,31111.0,17,1,1230,1230,31111.0
2020-04-10,Merrick,Nebraska,31121.0,2,0,20,20,31121.0
2020-04-10,Otoe,Nebraska,31131.0,1,0,54,54,31131.0
2020-04-10,Platte,Nebraska,31141.0,6,0,173,173,31141.0
2020-04-10,Sarpy,Nebraska,31153.0,39,0,208,208,31153.0
2020-04-10,Saunders,Nebraska,31155.0,5,0,16,16,31155.0
2020-04-10,Scotts Bluff,Nebraska,31157.0,10,0,166,166,31157.0
2020-04-10,Carson City,Nevada,32510.0,16,0,229,229,32510.0
2020-04-10,Elko,Nevada,32007.0,11,1,50,50,32007.0
2020-04-10,Lyon,Nevada,32019.0,7,0,221,221,32019.0
2020-04-10,Nye,Nevada,32023.0,10,0,69,69,32023.0
2020-04-10,Washoe,Nevada,32031.0,389,10,1690,1690,32031.0
2020-04-10,White Pine,Nevada,32033.0,1,0,12,12,32033.0
2020-04-10,Belknap,New Hampshire,33001.0,21,0,137,137,33001.0
2020-04-10,Cheshire,New Hampshire,33005.0,17,2,169,169,33005.0
2020-04-10,Grafton,New Hampshire,33009.0,43,0,496,496,33009.0
2020-04-10,Merrimack,New Hampshire,33013.0,66,2,395,395,33013.0
2020-04-10,Rockingham,New Hampshire,33015.0,305,2,1196,1196,33015.0
2020-04-10,Strafford,New Hampshire,33017.0,53,0,290,290,33017.0
2020-04-10,Atlantic,New Jersey,34001.0,211,6,1573,1573,34001.0
2020-04-10,Bergen,New Jersey,34003.0,8928,390,3019,3019,34003.0
2020-04-10,Burlington,New Jersey,34005.0,954,22,1043,1112,34005.0
2020-04-10,Cape May,New Jersey,34009.0,116,5,242,242,34009.0
2020-04-10,Essex,New Jersey,34013.0,6580,352,5997,5997,34013.0
2020-04-10,Gloucester,New Jersey,34015.0,447,8,676,676,34015.0
2020-04-10,Hudson,New Jersey,34017.0,6411,163,1878,1878,34017.0
2020-04-10,Hunterdon,New Jersey,34019.0,293,7,184,184,34019.0
2020-04-10,Mercer,New Jersey,34021.0,1282,39,3146,3146,34021.0
2020-04-10,Monmouth,New Jersey,34025.0,3496,107,2176,2176,34025.0
2020-04-10,Morris,New Jersey,34027.0,2771,135,2030,2030,34027.0
2020-04-10,Ocean,New Jersey,34029.0,3269,121,1522,1522,34029.0
2020-04-10,Passaic,New Jersey,34031.0,5017,101,1187,1456,34031.0
2020-04-10,Salem,New Jersey,34033.0,46,3,1016,1016,34033.0
2020-04-10,Somerset,New Jersey,34035.0,1523,69,1122,1122,34035.0
2020-04-10,Sussex,New Jersey,34037.0,413,26,622,622,34037.0
2020-04-10,Bernalillo,New Mexico,35001.0,407,13,2020,2020,35001.0
2020-04-10,Chaves,New Mexico,35005.0,18,0,229,229,35005.0
2020-04-10,Cibola,New Mexico,35006.0,24,0,50,50,35006.0
2020-04-10,Colfax,New Mexico,35007.0,1,0,50,50,35007.0
2020-04-10,Curry,New Mexico,35009.0,9,0,130,130,35009.0
2020-04-10,Doña Ana,New Mexico,35013.0,44,0,603,603,35013.0
2020-04-10,Eddy,New Mexico,35015.0,6,1,161,161,35015.0
2020-04-10,Lea,New Mexico,35025.0,2,0,211,211,35025.0
2020-04-10,Los Alamos,New Mexico,35028.0,4,0,47,47,35028.0
2020-04-10,Luna,New Mexico,35029.0,2,0,25,25,35029.0
2020-04-10,McKinley,New Mexico,35031.0,113,2,228,228,35031.0
2020-04-10,Rio Arriba,New Mexico,35039.0,7,0,80,80,35039.0
2020-04-10,San Miguel,New Mexico,35047.0,1,0,175,175,35047.0
2020-04-10,Sandoval,New Mexico,35043.0,177,3,271,271,35043.0
2020-04-10,Santa Fe,New Mexico,35049.0,72,0,258,258,35049.0
2020-04-10,Socorro,New Mexico,35053.0,10,0,24,24,35053.0
2020-04-10,Taos,New Mexico,35055.0,15,0,29,29,35055.0
2020-04-10,Albany,New York,36001.0,426,14,1480,1480,36001.0
2020-04-10,Broome,New York,36007.0,112,6,742,742,36007.0
2020-04-10,Cattaraugus,New York,36009.0,18,0,248,248,36009.0
2020-04-10,Cayuga,New York,36011.0,27,1,99,99,36011.0
2020-04-10,Chautauqua,New York,36013.0,20,1,424,424,36013.0
2020-04-10,Chemung,New York,36015.0,59,2,391,391,36015.0
2020-04-10,Chenango,New York,36017.0,60,0,58,58,36017.0
2020-04-10,Cortland,New York,36023.0,17,0,162,162,36023.0
2020-04-10,Dutchess,New York,36027.0,1598,25,676,676,36027.0
2020-04-10,Herkimer,New York,36043.0,36,1,25,25,36043.0
2020-04-10,Nassau,New York,36059.0,21512,890,4397,4397,36059.0
2020-04-10,Niagara,New York,36063.0,156,1,623,623,36063.0
2020-04-10,Onondaga,New York,36067.0,369,11,1777,1672,36067.0
2020-04-10,Ontario,New York,36069.0,51,0,399,399,36069.0
2020-04-10,Oswego,New York,36075.0,36,0,158,158,36075.0
2020-04-10,Rensselaer,New York,36083.0,91,4,423,423,36083.0
2020-04-10,Rockland,New York,36087.0,7122,135,1169,1169,36087.0
2020-04-10,Saratoga,New York,36091.0,182,1,259,259,36091.0
2020-04-10,Schenectady,New York,36093.0,191,9,538,538,36093.0
2020-04-10,Schoharie,New York,36095.0,12,0,40,40,36095.0
2020-04-10,St. Lawrence,New York,36089.0,78,1,319,319,36089.0
2020-04-10,Steuben,New York,36101.0,117,3,239,239,36101.0
2020-04-10,Tompkins,New York,36109.0,105,0,212,212,36109.0
2020-04-10,Ulster,New York,36111.0,530,2,325,325,36111.0
2020-04-10,Westchester,New York,36119.0,18077,428,3535,3235,36119.0
2020-04-10,Wyoming,New York,36121.0,30,0,110,110,36121.0
2020-04-10,Yates,New York,36123.0,2,0,25,25,36123.0
2020-04-10,Alamance,North Carolina,37001.0,33,0,238,238,37001.0
2020-04-10,Alexander,North Carolina,37003.0,2,0,25,25,37003.0
2020-04-10,Anson,North Carolina,37007.0,9,0,162,162,37007.0
2020-04-10,Ashe,North Carolina,37009.0,3,0,76,76,37009.0
2020-04-10,Bertie,North Carolina,37015.0,12,1,6,6,37015.0
2020-04-10,Bladen,North Carolina,37017.0,1,0,58,58,37017.0
2020-04-10,Brunswick,North Carolina,37019.0,30,2,234,160,37019.0
2020-04-10,Buncombe,North Carolina,37021.0,36,2,877,877,37021.0
2020-04-10,Burke,North Carolina,37023.0,44,2,486,486,37023.0
2020-04-10,Cabarrus,North Carolina,37025.0,94,2,497,497,37025.0
2020-04-10,Caldwell,North Carolina,37027.0,14,0,259,259,37027.0
2020-04-10,Carteret,North Carolina,37031.0,20,1,135,135,37031.0
2020-04-10,Catawba,North Carolina,37035.0,29,1,613,613,37035.0
2020-04-10,Cherokee,North Carolina,37039.0,10,1,1121,1121,37039.0
2020-04-10,Chowan,North Carolina,37041.0,2,0,89,89,37041.0
2020-04-10,Cleveland,North Carolina,37045.0,32,0,1288,1288,37045.0
2020-04-10,Columbus,North Carolina,37047.0,20,1,154,154,37047.0
2020-04-10,Craven,North Carolina,37049.0,22,1,350,350,37049.0
2020-04-10,Cumberland,North Carolina,37051.0,75,1,3318,3318,37051.0
2020-04-10,Dare,North Carolina,37055.0,8,1,21,21,37055.0
2020-04-10,Davie,North Carolina,37059.0,21,2,131,131,37059.0
2020-04-10,Duplin,North Carolina,37061.0,12,0,101,101,37061.0
2020-04-10,Durham,North Carolina,37063.0,259,1,1360,1360,37063.0
2020-04-10,Edgecombe,North Carolina,37065.0,18,1,117,117,37065.0
2020-04-10,Forsyth,North Carolina,37067.0,111,3,2042,2042,37067.0
2020-04-10,Gaston,North Carolina,37071.0,73,3,475,475,37071.0
2020-04-10,Granville,North Carolina,37077.0,87,0,142,142,37077.0
2020-04-10,Guilford,North Carolina,37081.0,127,9,1833,1833,37081.0
2020-04-10,Halifax,North Carolina,37083.0,17,0,498,498,37083.0
2020-04-10,Harnett,North Carolina,37085.0,35,2,167,167,37085.0
2020-04-10,Haywood,North Carolina,37087.0,3,0,226,226,37087.0
2020-04-10,Henderson,North Carolina,37089.0,55,2,679,679,37089.0
2020-04-10,Hertford,North Carolina,37091.0,4,1,114,114,37091.0
2020-04-10,Hoke,North Carolina,37093.0,16,0,49,49,37093.0
2020-04-10,Iredell,North Carolina,37097.0,63,1,501,501,37097.0
2020-04-10,Johnston,North Carolina,37101.0,80,4,224,224,37101.0
2020-04-10,Lenoir,North Carolina,37107.0,13,0,261,261,37107.0
2020-04-10,McDowell,North Carolina,37111.0,16,0,189,189,37111.0
2020-04-10,Mecklenburg,North Carolina,37119.0,906,10,3048,3048,37119.0
2020-04-10,Nash,North Carolina,37127.0,29,1,403,403,37127.0
2020-04-10,New Hanover,North Carolina,37129.0,50,0,769,769,37129.0
2020-04-10,Onslow,North Carolina,37133.0,26,1,162,162,37133.0
2020-04-10,Pasquotank,North Carolina,37139.0,11,0,182,182,37139.0
2020-04-10,Pender,North Carolina,37141.0,4,0,86,86,37141.0
2020-04-10,Person,North Carolina,37145.0,8,0,110,110,37145.0
2020-04-10,Pitt,North Carolina,37147.0,60,1,909,909,37147.0
2020-04-10,Robeson,North Carolina,37155.0,7,0,452,452,37155.0
2020-04-10,Rowan,North Carolina,37159.0,75,2,417,417,37159.0
2020-04-10,Rutherford,North Carolina,37161.0,31,1,631,631,37161.0
2020-04-10,Sampson,North Carolina,37163.0,10,0,146,146,37163.0
2020-04-10,Stanly,North Carolina,37167.0,11,1,109,109,37167.0
2020-04-10,Stokes,North Carolina,37169.0,8,0,93,93,37169.0
2020-04-10,Surry,North Carolina,37171.0,10,0,226,226,37171.0
2020-04-10,Transylvania,North Carolina,37175.0,6,0,94,94,37175.0
2020-04-10,Vance,North Carolina,37181.0,19,0,102,102,37181.0
2020-04-10,Wake,North Carolina,37183.0,391,0,1781,1781,37183.0
2020-04-10,Washington,North Carolina,37187.0,13,1,6204,6204,37187.0
2020-04-10,Watauga,North Carolina,37189.0,7,0,217,217,37189.0
2020-04-10,Wilkes,North Carolina,37193.0,4,1,155,155,37193.0
2020-04-10,Yadkin,North Carolina,37197.0,10,0,22,22,37197.0
2020-04-10,Barnes,North Dakota,38003.0,2,0,25,25,38003.0
2020-04-10,Bowman,North Dakota,38011.0,1,0,23,23,38011.0
2020-04-10,Burleigh,North Dakota,38015.0,48,0,510,510,38015.0
2020-04-10,Divide,North Dakota,38023.0,1,0,15,15,38023.0
2020-04-10,Emmons,North Dakota,38029.0,1,1,14,14,38029.0
2020-04-10,Foster,North Dakota,38031.0,1,0,25,25,38031.0
2020-04-10,Grand Forks,North Dakota,38035.0,11,0,641,641,38035.0
2020-04-10,McKenzie,North Dakota,38053.0,6,0,24,24,38053.0
2020-04-10,McLean,North Dakota,38055.0,2,0,247,247,38055.0
2020-04-10,Mountrail,North Dakota,38061.0,20,0,11,11,38061.0
2020-04-10,Sioux,North Dakota,38085.0,1,0,290,290,38085.0
2020-04-10,Stutsman,North Dakota,38093.0,1,0,165,165,38093.0
2020-04-10,Walsh,North Dakota,38099.0,3,0,28,28,38099.0
2020-04-10,Ward,North Dakota,38101.0,19,0,552,552,38101.0
2020-04-10,Williams,North Dakota,38105.0,6,0,173,173,38105.0
2020-04-10,Ashtabula,Ohio,39007.0,19,0,429,429,39007.0
2020-04-10,Athens,Ohio,39009.0,3,1,245,245,39009.0
2020-04-10,Auglaize,Ohio,39011.0,9,1,140,140,39011.0
2020-04-10,Belmont,Ohio,39013.0,42,1,300,300,39013.0
2020-04-10,Clark,Ohio,39023.0,14,0,7010,7010,39023.0
2020-04-10,Clermont,Ohio,39025.0,36,1,148,148,39025.0
2020-04-10,Columbiana,Ohio,39029.0,92,6,351,351,39029.0
2020-04-10,Coshocton,Ohio,39031.0,15,0,56,56,39031.0
2020-04-10,Crawford,Ohio,39033.0,13,0,882,882,39033.0
2020-04-10,Cuyahoga,Ohio,39035.0,1052,22,8368,8368,39035.0
2020-04-10,Darke,Ohio,39037.0,40,7,104,104,39037.0
2020-04-10,Defiance,Ohio,39039.0,11,0,104,104,39039.0
2020-04-10,Delaware,Ohio,39041.0,88,2,1935,1935,39041.0
2020-04-10,Gallia,Ohio,39053.0,4,1,287,287,39053.0
2020-04-10,Geauga,Ohio,39055.0,49,1,281,281,39055.0
2020-04-10,Guernsey,Ohio,39059.0,5,0,255,255,39059.0
2020-04-10,Hamilton,Ohio,39061.0,504,14,7928,7928,39061.0
2020-04-10,Highland,Ohio,39071.0,6,0,70,70,39071.0
2020-04-10,Licking,Ohio,39089.0,79,3,262,262,39089.0
2020-04-10,Lorain,Ohio,39093.0,150,5,966,840,39093.0
2020-04-10,Lucas,Ohio,39095.0,443,20,3382,3382,39095.0
2020-04-10,Mahoning,Ohio,39099.0,358,31,1524,1495,39099.0
2020-04-10,Medina,Ohio,39103.0,103,5,266,266,39103.0
2020-04-10,Miami,Ohio,39109.0,113,14,412,412,39109.0
2020-04-10,Morrow,Ohio,39117.0,8,0,43,43,39117.0
2020-04-10,Muskingum,Ohio,39119.0,8,0,592,592,39119.0
2020-04-10,Pickaway,Ohio,39129.0,44,0,82,82,39129.0
2020-04-10,Ross,Ohio,39141.0,12,0,261,261,39141.0
2020-04-10,Sandusky,Ohio,39143.0,7,1,159,159,39143.0
2020-04-10,Scioto,Ohio,39145.0,3,0,446,446,39145.0
2020-04-10,Seneca,Ohio,39147.0,8,1,321,321,39147.0
2020-04-10,Stark,Ohio,39151.0,125,11,1790,1790,39151.0
2020-04-10,Summit,Ohio,39153.0,235,13,2879,2879,39153.0
2020-04-10,Trumbull,Ohio,39155.0,149,8,693,693,39155.0
2020-04-10,Tuscarawas,Ohio,39157.0,26,0,198,198,39157.0
2020-04-10,Van Wert,Ohio,39161.0,2,0,195,195,39161.0
2020-04-10,Wyandot,Ohio,39175.0,9,1,31,31,39175.0
2020-04-10,Adair,Oklahoma,40001.0,26,2,262,262,40001.0
2020-04-10,Atoka,Oklahoma,40005.0,1,0,25,25,40005.0
2020-04-10,Beckham,Oklahoma,40009.0,1,0,93,93,40009.0
2020-04-10,Bryan,Oklahoma,40013.0,3,0,148,148,40013.0
2020-04-10,Canadian,Oklahoma,40017.0,52,1,123,123,40017.0
2020-04-10,Craig,Oklahoma,40035.0,6,0,51,51,40035.0
2020-04-10,Creek,Oklahoma,40037.0,53,3,95,95,40037.0
2020-04-10,Custer,Oklahoma,40039.0,5,0,217,217,40039.0
2020-04-10,Dewey,Oklahoma,40043.0,1,0,29,29,40043.0
2020-04-10,Garvin,Oklahoma,40049.0,11,0,90,90,40049.0
2020-04-10,Greer,Oklahoma,40055.0,46,4,25,25,40055.0
2020-04-10,Kay,Oklahoma,40071.0,41,3,193,193,40071.0
2020-04-10,Kingfisher,Oklahoma,40073.0,5,0,25,25,40073.0
2020-04-10,Latimer,Oklahoma,40077.0,4,1,33,33,40077.0
2020-04-10,Le Flore,Oklahoma,40079.0,3,0,43,43,40079.0
2020-04-10,Love,Oklahoma,40085.0,2,0,25,25,40085.0
2020-04-10,Major,Oklahoma,40093.0,1,0,25,25,40093.0
2020-04-10,Mayes,Oklahoma,40097.0,13,2,52,52,40097.0
2020-04-10,McClain,Oklahoma,40087.0,18,0,39,39,40087.0
2020-04-10,McCurtain,Oklahoma,40089.0,2,0,91,91,40089.0
2020-04-10,Muskogee,Oklahoma,40101.0,21,2,429,429,40101.0
2020-04-10,Nowata,Oklahoma,40105.0,10,0,25,25,40105.0
2020-04-10,Okfuskee,Oklahoma,40107.0,1,0,25,25,40107.0
2020-04-10,Oklahoma,Oklahoma,40109.0,413,17,4624,4624,40109.0
2020-04-10,Okmulgee,Oklahoma,40111.0,13,0,137,137,40111.0
2020-04-10,Osage,Oklahoma,40113.0,45,7,40,40,40113.0
2020-04-10,Pawnee,Oklahoma,40117.0,26,2,663,663,40117.0
2020-04-10,Payne,Oklahoma,40119.0,28,0,216,216,40119.0
2020-04-10,Pittsburg,Oklahoma,40121.0,8,0,185,185,40121.0
2020-04-10,Pontotoc,Oklahoma,40123.0,9,0,241,241,40123.0
2020-04-10,Rogers,Oklahoma,40131.0,23,0,81,81,40131.0
2020-04-10,Sequoyah,Oklahoma,40135.0,10,2,41,26,40135.0
2020-04-10,Tillman,Oklahoma,40141.0,1,0,37,37,40141.0
2020-04-10,Tulsa,Oklahoma,40143.0,314,16,3835,3832,40143.0
2020-04-10,Wagoner,Oklahoma,40145.0,65,4,100,100,40145.0
2020-04-10,Woodward,Oklahoma,40153.0,1,0,115,115,40153.0
2020-04-10,Clackamas,Oregon,41005.0,116,3,551,551,41005.0
2020-04-10,Clatsop,Oregon,41007.0,6,0,289,289,41007.0
2020-04-10,Crook,Oregon,41013.0,1,0,41,41,41013.0
2020-04-10,Deschutes,Oregon,41017.0,51,0,308,308,41017.0
2020-04-10,Hood River,Oregon,41027.0,4,0,25,25,41027.0
2020-04-10,Josephine,Oregon,41033.0,17,0,125,125,41033.0
2020-04-10,Klamath,Oregon,41035.0,24,0,98,98,41035.0
2020-04-10,Lane,Oregon,41039.0,34,1,548,548,41039.0
2020-04-10,Linn,Oregon,41043.0,49,4,1170,1170,41043.0
2020-04-10,Malheur,Oregon,41045.0,2,0,49,49,41045.0
2020-04-10,Marion,Oregon,41047.0,246,9,6304,6304,41047.0
2020-04-10,Multnomah,Oregon,41051.0,317,17,1978,1978,41051.0
2020-04-10,Tillamook,Oregon,41057.0,4,0,25,25,41057.0
2020-04-10,Umatilla,Oregon,41059.0,11,0,539,539,41059.0
2020-04-10,Wallowa,Oregon,41063.0,1,0,57,57,41063.0
2020-04-10,Wasco,Oregon,41065.0,7,0,49,49,41065.0
2020-04-10,Yamhill,Oregon,41071.0,28,5,128,128,41071.0
2020-04-10,Allegheny,Pennsylvania,42003.0,788,18,7775,7775,42003.0
2020-04-10,Armstrong,Pennsylvania,42005.0,22,0,155,155,42005.0
2020-04-10,Berks,Pennsylvania,42011.0,720,12,1247,1247,42011.0
2020-04-10,Blair,Pennsylvania,42013.0,9,0,598,598,42013.0
2020-04-10,Bradford,Pennsylvania,42015.0,16,0,390,390,42015.0
2020-04-10,Bucks,Pennsylvania,42017.0,1107,32,1299,1299,42017.0
2020-04-10,Cambria,Pennsylvania,42021.0,11,1,594,594,42021.0
2020-04-10,Centre,Pennsylvania,42027.0,61,0,438,438,42027.0
2020-04-10,Chester,Pennsylvania,42029.0,485,9,1368,1368,42029.0
2020-04-10,Clarion,Pennsylvania,42031.0,10,0,156,156,42031.0
2020-04-10,Clearfield,Pennsylvania,42033.0,8,0,310,310,42033.0
2020-04-10,Dauphin,Pennsylvania,42043.0,199,2,1189,1189,42043.0
2020-04-10,Elk,Pennsylvania,42047.0,2,0,80,80,42047.0
2020-04-10,Erie,Pennsylvania,42049.0,36,1,4435,4435,42049.0
2020-04-10,Huntingdon,Pennsylvania,42061.0,8,0,100,100,42061.0
2020-04-10,Indiana,Pennsylvania,42063.0,26,0,164,164,42063.0
2020-04-10,Lackawanna,Pennsylvania,42069.0,346,18,1104,1104,42069.0
2020-04-10,Lebanon,Pennsylvania,42075.0,218,1,484,484,42075.0
2020-04-10,Lehigh,Pennsylvania,42077.0,1562,16,1937,1937,42077.0
2020-04-10,Luzerne,Pennsylvania,42079.0,1325,15,1247,1247,42079.0
2020-04-10,Lycoming,Pennsylvania,42081.0,18,0,302,302,42081.0
2020-04-10,McKean,Pennsylvania,42083.0,1,0,138,138,42083.0
2020-04-10,Mifflin,Pennsylvania,42087.0,11,0,123,123,42087.0
2020-04-10,Montour,Pennsylvania,42093.0,29,0,656,656,42093.0
2020-04-10,Northumberland,Pennsylvania,42097.0,29,0,173,173,42097.0
2020-04-10,Philadelphia,Pennsylvania,42101.0,5521,110,0,0,42101.0
2020-04-10,Philadelphia,Pennsylvania,42101.0,5521,110,8387,8387,42101.0
2020-04-10,Schuylkill,Pennsylvania,42107.0,164,1,361,361,42107.0
2020-04-10,Susquehanna,Pennsylvania,42115.0,22,2,104,104,42115.0
2020-04-10,Tioga,Pennsylvania,42117.0,11,0,83,83,42117.0
2020-04-10,Venango,Pennsylvania,42121.0,5,0,164,164,42121.0
